dma_id,finance_type,make_name,model_name,model_year,odometer,price_invoice,price_msrp,price_retail,provider_name,sale_type,state,style_name,tc_region_id,truecar_sale,adjusted_sale_price,curve_rating,curve_average_market_price,discarded,price_ratio
549,LOAN,Ford,Escape,2019,12,28873.72,30940,30940,netlink,RETAIL,NY,SEL AWD,3,FALSE,31079.23,ABOVE_MARKET,29159.1,FALSE,1.0045
770,LOAN,Ford,Escape,2018,17,31983,38750,32087.8,dmi,RETAIL,UT,Titanium 4WD,7,FALSE,32392.63,LOW_OUTLIER,36770.8,TRUE,0.835938839
623,LOAN,Ford,Expedition,2018,10,75457,78885,75457,dmi,DEALER_TRADE,TX,Platinum 4WD,6,FALSE,76173.84,ABOVE_MARKET,75118.8,FALSE,0.965631489
623,LOAN,Ford,Super Duty F-250,2019,0,74620.04,79270,72284.04,dmi,DEALER_TRADE,TX,XL 4WD Crew Cab 6.75' Box,6,FALSE,72970.73,LOW_OUTLIER,106584.4,FALSE,0.920533998
764,LOAN,Ford,Super Duty F-250,2018,50,68649.22,37080.58,66503.22,dmi,WHOLESALE,SD,Lariat 4WD Crew Cab 6.75' Box,2,FALSE,67135,LOW_OUTLIER,68493.77,FALSE,0.91151
770,LOAN,Ford,Super Duty F-350,2019,25,61632.74,67085,64016,netlink,RETAIL,UT,XL 4WD Crew Cab 6.75' Box SRW,7,FALSE,64304.07,LOW_OUTLIER,79925.46,FALSE,0.958546173
560,CASH,Ford,Super Duty F-450,2019,10,59723.88,63140,57872.88,dmi,DEALER_TRADE,NC,XL 4WD Crew Cab 8' Box,5,FALSE,58422.67,LOW_OUTLIER,62370.02,FALSE,0.925287773
504,UNKNOWN,Ford,Super Duty F-250,2019,25,43472.56,41025,39959,netlink,FLEET,NJ,XL 4WD Reg Cab 8' Box,3,FALSE,40138.81,GREAT,41809.77,FALSE,0.978398781
524,LOAN,Ford,F-150,2018,60,45934.28,50725,40934.28,netlink,RETAIL,GA,XLT 2WD SuperCrew 5.5' Box,5,FALSE,41118.48,LOW_OUTLIER,44376.91,TRUE,0.810615673
561,LOAN,Ford,F-150,2018,445,44412.04,47660,43218.41,dmi,RETAIL,FL,XLT 2WD SuperCrew 5.5' Box,5,FALSE,43376.6,GREAT,45037.81,FALSE,0.910125892
507,UNKNOWN,Ford,F-150,2018,179,41684.49,47090,42095,reynolds,RETAIL,GA,XLT 2WD SuperCrew 5.5' Box,5,FALSE,41453.38,LOW_OUTLIER,43964.85,TRUE,0.880301126
509,LOAN,Ford,F-150,2018,243,36066.74,52255,45400,dmi,RETAIL,IN,XLT 4WD SuperCrew 5.5' Box,2,TRUE,45962.53,LOW_OUTLIER,48284.14,TRUE,0.879581475
652,UNKNOWN,Ford,F-150,2018,10,52015.24,58360,53698.24,netlink,DEALER_TRADE,NE,Lariat 4WD SuperCrew 5.5' Box,2,FALSE,53939.88,GOOD,53846.58,FALSE,0.924261138
709,LOAN,Ford,F-150,2018,1,60011.24,37080.58,61702.24,dmi,FLEET,TX,Platinum 4WD SuperCrew 5.5' Box,6,FALSE,62288.41,GREAT,65111.23,FALSE,0.91151
503,UNKNOWN,Ford,F-150,2018,12,42879.74,47850,42734.24,reynolds,WHOLESALE,GA,XL 2WD SuperCab 6.5' Box,5,FALSE,42802.61,LOW_OUTLIER,47107.12,FALSE,0.894516405
528,LOAN,Ford,F-150,2018,16,34963.57,36770,32686.07,dmi,RETAIL,FL,XL 2WD SuperCab 6.5' Box,5,FALSE,32996.58,LOW_OUTLIER,34905.22,FALSE,0.897377754
636,LOAN,Ford,F-150,2019,40,32722.41,34435,36185,dmi,UNKNOWN,TX,XL Regular Cab 6.5' Box 2WD,6,FALSE,36528.75,HIGH_OUTLIER,33049.91,FALSE,1.060802962
539,UNKNOWN,Chevrolet,Cruze,2019,536,20596.23,20995,20580.84,netlink,DEALER_TRADE,FL,LS with 1SB Sedan,5,FALSE,20673.45,ABOVE_MARKET,19794.23,FALSE,0.984684449
548,UNKNOWN,Chevrolet,Cruze,2019,8,20580.84,21390,19400,reynolds,RETAIL,FL,LS with 1SB Sedan,5,FALSE,19431.04,GREAT,20156.81,FALSE,0.908417017
534,LOAN,Chevrolet,Camaro,2018,14,30057.95,30810,28765.62,dmi,RETAIL,FL,LT with 1LT Coupe,5,FALSE,29038.89,GOOD,28766.7,FALSE,0.942515093
770,LOAN,Chevrolet,Malibu,2018,19,36066.74,31365,30644,lhm,UNKNOWN,UT,LT with 1LT,7,FALSE,32604.82,HIGH_OUTLIER,28449.12,TRUE,1.039528774
501,LOAN,Audi,SQ5,2018,250,62685.6,66695,59215.36,dmi,RETAIL,NJ,Premium Plus,3,FALSE,59777.9,GREAT,61734.86,FALSE,0.896287578
501,CASH,Audi,Q7,2019,16,60318.83,64160,60318.83,dmi,RETAIL,NJ,Premium 55 TFSI quattro,3,FALSE,60891.85,GOOD,59956.79,FALSE,0.9490625
501,LOAN,Audi,Q7,2019,10,59983.68,63490,57331.87,dmi,RETAIL,NJ,Premium 3.0S,3,FALSE,57876.52,GREAT,59460.02,FALSE,0.911584817
819,LOAN,BMW,3 Series,2018,11,56940,60120,56888,dmi,UNKNOWN,WA,340i xDrive Sedan AWD,4,FALSE,57428.43,ABOVE_MARKET,55400.67,FALSE,0.95523004
605,LOAN,BMW,8 Series,2019,14,109465,116795,115295,dmi,RETAIL,KS,M850i xDrive Coupe,2,FALSE,116895.05,GREAT,118378.97,FALSE,1.000856629
803,LOAN,BMW,5 Series,2019,131,55692.06,57795,52130,dmi,RETAIL,CA,530e iPerformance Plug-In Hybrid RWD,7,FALSE,52625.23,GOOD,52540.74,FALSE,0.910549875
511,UNKNOWN,BMW,5 Series,2019,10,63110.21,66935,63110.21,reynolds,UNKNOWN,MD,540i xDrive AWD,3,FALSE,63211.18,GOOD,62056.16,FALSE,0.944366624
803,LOAN,Mercedes-Benz,GLC,2019,23,45867,47915,40376.65,dmi,RETAIL,CA,GLC 300 RWD,7,FALSE,40760.22,BELOW_MARKET,41946.46,FALSE,0.850677658
803,LOAN,Mercedes-Benz,GLC,2019,17,42053,43635,39635,dmi,RETAIL,CA,GLC 300 RWD,7,FALSE,40011.53,ABOVE_MARKET,38615.23,FALSE,0.916959551
504,LOAN,Mercedes-Benz,GLC,2019,11,48319,50815,48319,dmi,WHOLESALE,PA,GLC 300 4MATIC,3,FALSE,48778.03,ABOVE_MARKET,45648.92,FALSE,0.959914002
862,LOAN,Mercedes-Benz,GLC,2019,65,54011,56095,49129.68,dmi,RETAIL,CA,GLC 350e 4MATIC,7,FALSE,49596.41,LOW_OUTLIER,55886.76,TRUE,0.884150281
512,CASH,Mercedes-Benz,E-Class,2019,12,62198,65660,57862,autonation,UNKNOWN,MD,E 300 Sedan 4MATIC,3,FALSE,58891.94,GOOD,58220.02,FALSE,0.896922632
548,LOAN,Volvo,XC90,2019,78,50431,53145,54182.47,dmi,UNKNOWN,FL,T5 Momentum FWD,5,FALSE,54697.2,HIGH_OUTLIER,48166.89,FALSE,1.029206887
550,LOAN,Jeep,Renegade,2018,11,24606,25120,24308.42,dmi,RETAIL,NC,Latitude FWD,5,FALSE,23025.09,LOW_OUTLIER,24915.22,TRUE,0.916603901
789,CASH,FIAT,500X,2018,556,36066.74,22790,20490.74,lhm,UNKNOWN,AZ,Pop FWD,7,FALSE,20466.15,GREAT,21601.3,FALSE,0.898032032
609,LOAN,Ram,ProMaster City Cargo Van,2018,40,24706,37080.58,21190,dmi,FLEET,MO,Tradesman,2,FALSE,21391.3,LOW_OUTLIER,25448.38,TRUE,0.91151
504,LOAN,Hyundai,Tucson,2019,8,24742,26195,24742,dmi,DEALER_TRADE,PA,SE AWD,3,FALSE,24977.04,GREAT,25360.7,FALSE,0.953504104
770,UNKNOWN,Hyundai,Kona,2019,55,24505,24940,24169,reynolds,RETAIL,UT,SEL 2.0L AWD Automatic,7,FALSE,24207.67,GOOD,24210.08,FALSE,0.970636327
640,LOAN,Hyundai,Veloster,2019,17,23293,37080.58,23211,dmi,RETAIL,MS,Premium Automatic,5,FALSE,23431.5,GOOD,23052.52,FALSE,0.91151
709,UNKNOWN,Kia,Soul,2019,20,19836.28,22925,22125,reynolds,RETAIL,TX,Base Automatic,6,FALSE,22160.4,LOW_OUTLIER,24069.58,FALSE,0.966647764
522,UNKNOWN,Kia,Soul,2019,7,20286.5,23698,19305,reynolds,RETAIL,GA,Base Automatic,5,FALSE,19335.88,GOOD,19081.36,FALSE,0.81592877
753,LOAN,Kia,Soul,2019,9,25574,37080.58,25303,dmi,FLEET,AZ,! Automatic,7,FALSE,25543.37,ABOVE_MARKET,24238.85,FALSE,0.91151
501,CASH,Kia,Sedona,2019,5,30294,31080,29391,dmi,WHOLESALE,NY,LX,3,FALSE,29670.21,GREAT,30041.97,FALSE,0.954639961
511,LOAN,Kia,Sedona,2018,29,39871,41995,35031,dmi,RETAIL,MD,SX,3,FALSE,35363.79,LOW_OUTLIER,39245.06,TRUE,0.842095249
652,LOAN,Kia,Sportage,2019,1727,24061,37080.58,22800,dmi,RETAIL,NE,LX FWD,2,FALSE,23016.6,LOW_OUTLIER,25336.25,FALSE,0.91151
501,LOAN,Nissan,Rogue,2018,20,29056,30445,32054.15,dmi,RETAIL,NY,SV AWD,3,FALSE,28017.81,GREAT,28927.19,FALSE,0.920276236
803,LOAN,Volvo,XC60,2019,45,48015,50455,44977.32,dmi,RETAIL,CA,T5 Momentum AWD,7,FALSE,45404.6,LOW_OUTLIER,47025.32,FALSE,0.899902884
511,UNKNOWN,Ford,Transit Connect Van,2019,26,24918.6,26815,25287,reynolds,RETAIL,MD,XL LWB with Rear Symmetrical Doors,3,FALSE,25327.45,GREAT,25468.81,FALSE,0.944525452
602,LOAN,Land Rover,Discovery Sport,2019,8,47938.45,50558,47938.45,dmi,DEALER_TRADE,IL,HSE,2,FALSE,48393.86,GOOD,48215.9,FALSE,0.957194905
511,LOAN,Land Rover,Range Rover,2019,15,112259.41,37080.58,113499.99,dmi,RETAIL,VA,V8 Supercharged SWB,5,FALSE,114578.23,GREAT,116266.66,FALSE,0.91151
528,LOAN,Land Rover,Range Rover Velar,2019,11,62970.06,65729,68967.66,dmi,RETAIL,FL,P250 R-Dynamic SE,5,FALSE,69622.85,HIGH_OUTLIER,66303.53,FALSE,1.059240974
618,UNKNOWN,Honda,Civic,2018,39,24893.15,25534,22339.85,reynolds,RETAIL,TX,EX Hatchback CVT,6,FALSE,22676.07,GREAT,23218.97,FALSE,0.888073549
528,LOAN,Honda,Civic,2018,5,22748.85,24145,19938.95,dmi,RETAIL,FL,EX Hatchback CVT,5,FALSE,20128.37,LOW_OUTLIER,22009.78,TRUE,0.833645475
635,LOAN,Honda,Civic,2019,9,33688.05,36595,40710.11,netlink,RETAIL,TX,Type R Hatchback Manual,6,FALSE,40893.3,ABOVE_MARKET,38425.62,FALSE,1.117455937
803,UNKNOWN,INFINITI,QX30,2018,19,40070.67,42410,37327.31,reynolds,RETAIL,CA,2018.5 ESSENTIAL AWD,7,FALSE,37387.03,GREAT,37786.93,FALSE,0.88156166
501,LOAN,Audi,Q5,2018,43,46947.91,49750,43869.77,dmi,RETAIL,NJ,Premium Plus Summer of Audi,3,FALSE,44286.53,GREAT,45902.44,FALSE,0.890181508
501,LOAN,Audi,Q3,2018,404,39168,41575,41575,dmi,HOUSE_SALE,NJ,Premium Plus quattro,3,FALSE,41969.96,HIGH_OUTLIER,38156.42,FALSE,1.00949994
803,LOAN,Audi,A4,2019,6,40330.45,41880,35390,dmi,RETAIL,CA,Premium FWD,7,TRUE,35726.2,GREAT,37420.94,FALSE,0.853061127
501,LOAN,Ford,Explorer,2018,30,45215.51,44216,44524.01,dmi,DEALER_TRADE,NJ,XLT 4WD,3,FALSE,44946.98,HIGH_OUTLIER,40338.44,FALSE,1.016532025
501,LOAN,Ford,Explorer,2018,5,44246.96,43570.96,43570.96,dmi,WHOLESALE,NY,XLT 4WD,3,FALSE,43984.88,HIGH_OUTLIER,39815.15,FALSE,1.009499905
517,UNKNOWN,Ford,Escape,2019,245,32189.72,33615,32534,reynolds,RETAIL,NC,Titanium FWD,5,FALSE,33086.85,GOOD,32813.47,FALSE,0.984288264
567,LOAN,Ford,Escape,2019,101,33242.72,34715,33800,dmi,RETAIL,NC,Titanium AWD,5,FALSE,34640.99,ABOVE_MARKET,32809.3,FALSE,0.997868069
642,UNKNOWN,Ford,Super Duty F-250,2019,10,58971.04,62085,59830,reynolds,RETAIL,LA,XL 4WD Crew Cab 6.75' Box,6,FALSE,60927.32,LOW_OUTLIER,65020.87,TRUE,0.981353306
561,LOAN,Ford,Super Duty F-350,2019,3,53223.88,37080.58,52788.88,dmi,FLEET,FL,XL 4WD Crew Cab 8' Box DRW,5,FALSE,53290.37,GREAT,55964.88,FALSE,0.91151
511,LOAN,Ford,Super Duty F-350,2019,96,58573.04,37080.58,59073,dmi,RETAIL,VA,XL 4WD SuperCab 6.75' Box SRW,5,FALSE,59634.19,LOW_OUTLIER,65416.03,FALSE,0.91151
511,UNKNOWN,Ford,F-150,2018,26,50157.24,55580,50499,reynolds,RETAIL,MD,XLT 4WD SuperCrew 5.5' Box,3,FALSE,50579.79,GOOD,50607.51,FALSE,0.910035804
770,UNKNOWN,Ford,F-150,2018,6,57142.12,62860,57143,reynolds,RETAIL,UT,XL 4WD SuperCrew 5.5' Box,7,FALSE,57234.42,LOW_OUTLIER,71698.91,TRUE,0.910506204
652,UNKNOWN,Ford,F-150,2018,8,47505.12,55110,47505.12,netlink,DEALER_TRADE,NE,XLT 4WD SuperCrew 5.5' Box,2,FALSE,47718.89,BELOW_MARKET,50036.91,FALSE,0.865884413
618,LOAN,Ford,F-150,2018,5,49316.24,52905,49488.24,dmi,DEALER_TRADE,TX,XLT 4WD SuperCrew 5.5' Box,6,FALSE,49958.37,ABOVE_MARKET,48144.1,FALSE,0.944303374
501,UNKNOWN,Ford,F-150,2018,36,58206.29,63795,59550,reynolds,RETAIL,NJ,Lariat SuperCrew 5.5' Box 4WD,3,FALSE,62149.28,ABOVE_MARKET,59487.02,FALSE,0.974202994
517,LOAN,Ford,F-150,2018,25,61208.86,67295,59510,dmi,RETAIL,NC,Lariat 4WD SuperCrew 5.5' Box,5,FALSE,58561.09,LOW_OUTLIER,61944.74,TRUE,0.870214578
618,LOAN,Ford,F-150,2018,69,54247.44,58235,52601,dmi,RETAIL,TX,Lariat 4WD SuperCrew 6.5' Box,6,FALSE,54312.1,GOOD,53430.12,FALSE,0.93263673
803,LOAN,Ford,F-150,2019,7,68184.77,88155,79499,dmi,RETAIL,CA,Raptor SuperCrew 5.5' Box 4WD,7,FALSE,80254.24,LOW_OUTLIER,89765.85,FALSE,0.910376496
528,CASH,Ford,F-150,2019,7,68858.12,74000,68858.12,autonation,UNKNOWN,FL,Raptor SuperCrew 5.5' Box 4WD,5,FALSE,70083.79,GREAT,72340.66,FALSE,0.947078243
617,CASH,Ford,F-150,2018,3,50266.12,53970,48692.12,dmi,RETAIL,WI,XL 4WD SuperCab 6.5' Box,2,FALSE,49154.69,LOW_OUTLIER,54857.4,FALSE,0.910778025
511,LOAN,Ford,F-150,2018,1,31337.29,32990,31337.29,dmi,DEALER_TRADE,MD,XL 2WD Reg Cab 8' Box,3,FALSE,31634.99,ABOVE_MARKET,30332.18,FALSE,0.958926644
819,LOAN,Chevrolet,Cruze,2019,951,23803.97,37080.58,21900,dmi,RETAIL,WA,LT with 1SD Sedan,4,FALSE,21098.55,LOW_OUTLIER,23236.14,TRUE,0.91151
671,UNKNOWN,Chevrolet,Malibu,2019,14,28821.81,29919,29691,reynolds,RETAIL,OK,LT with 1LT,6,FALSE,29037.38,GOOD,28888.57,FALSE,0.970533106
803,UNKNOWN,Ford,F-150,2018,26,44415.49,48960,48960,reynolds,RETAIL,CA,XL 2WD SuperCrew 5.5' Box,7,FALSE,49038.33,BELOW_MARKET,51727.8,FALSE,1.001599877
567,LOAN,Ford,F-150,2018,26,41601.84,47090,42451,dmi,RETAIL,SC,XL 2WD SuperCrew 5.5' Box,5,FALSE,42854.28,LOW_OUTLIER,48183.11,FALSE,0.910050542
770,UNKNOWN,Ford,F-150,2019,25,53209.12,59325,52874.12,netlink,DEALER_TRADE,UT,XL SuperCrew 5.5' Box 4WD,7,FALSE,53112.05,LOW_OUTLIER,67892.45,FALSE,0.895272651
618,LOAN,Ford,F-150,2018,4,53049.84,57350,50063,dmi,RETAIL,TX,King Ranch 4WD SuperCrew 5.5' Box,6,FALSE,50538.59,LOW_OUTLIER,54265.22,FALSE,0.881230863
636,LOAN,Ford,F-150,2018,19,51430,50865,49389.36,dmi,RETAIL,TX,XLT 4WD SuperCrew 5.5' Box,6,FALSE,49858.55,GREAT,51720.72,FALSE,0.98021331
530,LOAN,Ford,F-150,2018,138,48007.09,37080.58,48435,dmi,RETAIL,GA,XLT 4WD SuperCrew 5.5' Box,5,FALSE,48895.13,ABOVE_MARKET,47389.39,TRUE,0.91151
618,UNKNOWN,Ford,F-150,2018,40,46623.84,50040,50340,reynolds,RETAIL,TX,XLT 4WD SuperCrew 5.5' Box,6,FALSE,50921.34,HIGH_OUTLIER,45866.65,TRUE,1.01761271
623,LOAN,Ford,F-150,2018,16,54701.12,58705,54701.12,dmi,DEALER_TRADE,TX,XL 4WD SuperCrew 5.5' Box,6,FALSE,55220.78,LOW_OUTLIER,65561.29,FALSE,0.940648667
618,LOAN,Ford,F-150,2018,44,61721.24,66235,56235,dmi,RETAIL,TX,King Ranch 4WD SuperCrew 5.5' Box,6,FALSE,61311.98,GREAT,61747.62,TRUE,0.925673435
819,LOAN,Ford,F-150,2018,5,51478.16,54308,51601.61,netlink,RETAIL,WA,Lariat 4WD SuperCrew 5.5' Box,4,FALSE,53402.84,ABOVE_MARKET,50757.41,FALSE,0.983332842
501,LOAN,Ford,F-150,2018,115,47282.37,52660,44749.25,dmi,RETAIL,NJ,XL 4WD SuperCrew 5.5' Box,3,FALSE,45174.36,LOW_OUTLIER,48728.05,TRUE,0.857849601
561,LOAN,Ford,F-150,2018,32,29648.41,32375,29804,autonation,UNKNOWN,FL,XL 2WD Reg Cab 6.5' Box,5,FALSE,30334.51,GOOD,29981.64,FALSE,0.936973282
546,LOAN,Chevrolet,Cruze,2019,2,20580.84,20995,20580,dmi,FLEET,SC,LS with 1SB Sedan,5,FALSE,20775.51,ABOVE_MARKET,19762.33,FALSE,0.989545606
693,UNKNOWN,Chevrolet,Cruze,2018,65,19033.26,20400,19500,reynolds,RETAIL,AR,LS with 1SB Sedan Automatic,6,FALSE,19531.2,GOOD,19086.08,FALSE,0.957411765
839,LOAN,Chevrolet,Cruze,2019,10,20681.44,20995,21773.41,dmi,RETAIL,NV,LS with 1SB Sedan,7,FALSE,22485,HIGH_OUTLIER,18922.12,TRUE,1.070969278
803,UNKNOWN,Chevrolet,Cruze,2019,2,19152.24,19995,19995,reynolds,RETAIL,CA,LS with 1SB Sedan,7,FALSE,20026.99,GOOD,19515.03,FALSE,1.0015999
504,LOAN,Chevrolet,Cruze,2018,10,36066.74,23655,22480.8,dmi,UNKNOWN,PA,LT with 1SD Sedan Automatic,3,FALSE,22694.36,GOOD,22163.4,FALSE,0.959389558
571,LOAN,Chevrolet,Corvette,2019,32,78350.63,83310,78261.1,dmi,RETAIL,FL,Grand Sport 2LT Convertible,5,TRUE,79004.58,GOOD,78251.34,FALSE,0.94832049
571,LOAN,Chevrolet,Malibu,2019,14,31643.07,32650,30254.78,dmi,RETAIL,FL,LT with 1LT,5,FALSE,29532.7,GREAT,31103.42,FALSE,0.904523737
657,LOAN,Chevrolet,Malibu,2018,38,35515.4,36455,37044,dmi,RETAIL,TX,Premier with 2LZ,6,FALSE,37395.91,HIGH_OUTLIER,33479.84,FALSE,1.025810177
603,LOAN,Chevrolet,Silverado 2500HD,2019,81,64281.1,37080.58,67765,dmi,RETAIL,MO,LTZ Crew Cab Standard Box 4WD,2,FALSE,63598.5,GOOD,63630.92,FALSE,0.91151
584,LOAN,Chevrolet,Silverado 2500HD,2018,2,59004.18,37080.58,60675.39,dmi,FLEET,VA,LT Crew Cab Standard Box 4WD,5,FALSE,61251.8,HIGH_OUTLIER,57961.83,FALSE,0.91151
789,UNKNOWN,Ford,Explorer,2018,3,42738.25,40999,40999,reynolds,RETAIL,AZ,XLT FWD,7,FALSE,41064.59,HIGH_OUTLIER,39039.72,TRUE,1.001599795
825,LOAN,Ford,Explorer,2019,201,36066.74,56450,53500,dmi,UNKNOWN,CA,Platinum 4WD,7,FALSE,53680.16,GREAT,53922.64,FALSE,0.950932861
623,LOAN,Ford,Explorer,2019,5,53338.73,55755,51795.73,dmi,DEALER_TRADE,TX,Platinum 4WD,6,FALSE,52287.78,GREAT,53573.75,FALSE,0.93781329
508,LOAN,Ford,Explorer,2018,134,53334.96,55750,48585,dmi,RETAIL,PA,Platinum 4WD,3,FALSE,47380.88,LOW_OUTLIER,54036.04,TRUE,0.849881256
679,LOAN,Ford,Escape,2019,17,26345.72,27495,26991,dmi,RETAIL,IA,SE FWD,2,FALSE,27247.41,ABOVE_MARKET,26005.96,TRUE,0.99099509
512,LOAN,Ford,Escape,2019,17,26345.72,27495,27126.47,dmi,RETAIL,MD,SE FWD,3,FALSE,27384.17,HIGH_OUTLIER,25292.16,FALSE,0.995969085
803,LOAN,Ford,Expedition,2019,44,81551.75,84815,77941.75,dmi,RETAIL,CA,Max Platinum 4WD,7,FALSE,78682.19,LOW_OUTLIER,83333.39,FALSE,0.927691918
803,UNKNOWN,Ford,Expedition,2018,55,75124.1,78505,72064.85,reynolds,RETAIL,CA,Max Limited 4WD,7,FALSE,72180.15,LOW_OUTLIER,74809.54,FALSE,0.919433794
623,LOAN,Ford,Super Duty F-250,2019,5,50792.78,53765,49222.78,dmi,DEALER_TRADE,TX,XL 4WD Crew Cab 6.75' Box,6,FALSE,49690.39,LOW_OUTLIER,57912.29,FALSE,0.924214452
698,LOAN,Ford,Super Duty F-250,2019,9,66408.04,37080.58,68535.04,dmi,FLEET,AL,XL 4WD Crew Cab 6.75' Box,5,FALSE,69186.12,LOW_OUTLIER,87293.24,FALSE,0.91151
567,LOAN,Ford,Super Duty F-250,2019,75,41974,44330,45363,dmi,RETAIL,SC,XL 4WD SuperCab 6.75' Box,5,FALSE,45793.94,ABOVE_MARKET,42798.17,TRUE,1.033023686
618,UNKNOWN,Ford,Super Duty F-250,2019,25,31025.72,43170,40500.53,reynolds,RETAIL,TX,XL 4WD SuperCab 6.75' Box,6,FALSE,40565.33,GREAT,42082.62,FALSE,0.939664814
618,UNKNOWN,Ford,F-150,2018,40,42944.84,45890,39548,reynolds,RETAIL,TX,XLT 2WD SuperCrew 5.5' Box,6,FALSE,39611.27,BELOW_MARKET,41670.89,FALSE,0.863178688
790,UNKNOWN,Ford,F-150,2019,10,30250.65,43790,31728,netlink,FLEET,NM,XL SuperCrew 5.5' Box 4WD,6,FALSE,31870.77,LOW_OUTLIER,42477.1,TRUE,0.727809317
609,UNKNOWN,Ford,F-150,2019,5,43790.42,46925,42527.42,reynolds,RETAIL,MO,XL SuperCrew 5.5' Box 4WD,2,FALSE,42595.46,GREAT,43342.96,FALSE,0.907734896
509,LOAN,Ford,F-150,2018,416,36066.74,52635,47485.04,dmi,WHOLESALE,IN,XLT 4WD SuperCrew 5.5' Box,2,FALSE,47936.14,GREAT,48507.37,FALSE,0.910727463
770,LOAN,Ford,F-150,2018,26,48815.24,52360,48815.24,dmi,RETAIL,WY,XLT 4WD SuperCrew 5.5' Box,4,FALSE,49278.98,GOOD,48252.17,FALSE,0.94115699
641,UNKNOWN,Ford,F-150,2018,94,37902.79,38965,38770.55,reynolds,RETAIL,TX,XL 2WD SuperCab 6.5' Box,6,FALSE,38832.58,HIGH_OUTLIER,35988.31,FALSE,0.996601566
528,LOAN,Ford,F-150,2018,5,31654.42,33185,28723.8,dmi,RETAIL,FL,XL 2WD SuperCab 6.5' Box,5,FALSE,28996.67,LOW_OUTLIER,31850.81,FALSE,0.873788459
557,LOAN,Ford,F-150,2018,5,36744.32,37080.58,38590,dmi,RETAIL,TN,XL 4WD SuperCab 6.5' Box,5,FALSE,35928.1,GREAT,37246.72,FALSE,0.91151
511,UNKNOWN,Ford,F-150,2018,26,60776.1,67340,62910,reynolds,RETAIL,MD,Platinum 4WD SuperCrew 5.5' Box,3,FALSE,63010.65,GOOD,62112.07,FALSE,0.935709088
718,LOAN,Ford,F-150,2019,12,39517.41,41590,39518,dmi,RETAIL,MS,XL SuperCab 6.5' Box 4WD,5,FALSE,39893.42,ABOVE_MARKET,38140.17,FALSE,0.959207021
803,LOAN,Ford,F-150,2018,53,42827.89,45935,42258,dmi,RETAIL,CA,XL 4WD SuperCab 6.5' Box,7,FALSE,42659.45,GREAT,43629.58,FALSE,0.928691629
534,UNKNOWN,Ford,F-150,2019,28,30351.79,31305,29072.41,reynolds,RETAIL,FL,XL Regular Cab 6.5' Box 2WD,5,FALSE,29118.92,GREAT,29583.99,FALSE,0.930168344
803,LOAN,Jaguar,XE,2019,15,44102.19,46351,44102.19,dmi,UNKNOWN,CA,Premium 25t RWD,7,FALSE,44521.16,HIGH_OUTLIER,39946.46,FALSE,0.960522103
528,LOAN,Land Rover,Range Rover,2019,35,115495.26,121582,121684.23,dmi,RETAIL,FL,V8 Supercharged SWB,5,FALSE,122840.23,GREAT,124263.16,FALSE,1.010348818
862,LOAN,Honda,Civic,2019,44,22842.38,24640,24640,dmi,RETAIL,CA,EX Hatchback CVT,7,FALSE,24874.08,GOOD,24221.63,FALSE,1.0095
790,LOAN,Buick,Regal Sportback,2018,41,27923.25,28595,26700.05,dmi,RETAIL,NM,Preferred FWD,6,FALSE,26840.63,GREAT,27044.1,FALSE,0.938647666
501,CASH,Audi,Q5,2018,12,46611.88,49550,46611.88,dmi,DEALER_TRADE,NJ,Premium Plus Summer of Audi,3,FALSE,47054.69,ABOVE_MARKET,45738.23,FALSE,0.949640565
501,LOAN,Audi,A4,2019,9,46630.5,49495,46630.5,dmi,RETAIL,NJ,Premium Plus 45 TFSI quattro,3,FALSE,47073.48,ABOVE_MARKET,45558.67,FALSE,0.951075462
501,LOAN,Audi,A6,2019,40,61820.78,65550,60227.42,dmi,RETAIL,NJ,Premium Plus,3,FALSE,60799.58,BELOW_MARKET,62996.24,FALSE,0.927529825
501,UNKNOWN,BMW,4 Series,2019,5,51240,54360,51387.7,reynolds,WHOLESALE,NY,430i xDrive Gran Coupe AWD,3,FALSE,51469.92,ABOVE_MARKET,49824.58,FALSE,0.946834437
548,LEASE,BMW,4 Series,2019,9,54320,57645,54089.79,autonation,UNKNOWN,FL,430i Convertible RWD,5,FALSE,55052.58,GOOD,54322.08,FALSE,0.955027843
803,LOAN,BMW,7 Series,2019,13,87142.41,91940,78244,dmi,RETAIL,CA,740i RWD,7,FALSE,78987.31,GOOD,78207.74,FALSE,0.859118012
820,LOAN,BMW,5 Series,2019,4,56100,59545,53715,dmi,WHOLESALE,OR,530i xDrive AWD,4,FALSE,54225.29,GREAT,55231.51,FALSE,0.910660677
539,LOAN,BMW,5 Series,2018,8408,51947.9,37080.58,62970,dmi,RETAIL,FL,540i Sedan,5,TRUE,63063.46,GREAT,64230.6,FALSE,0.91151
862,CASH,BMW,5 Series,2019,13,65025,69185,67955,autonation,UNKNOWN,CA,540i xDrive AWD,7,FALSE,83922.69,HIGH_OUTLIER,65447.05,TRUE,1.213018573
839,LEASE,BMW,M3,2018,97,73225,78045,70299,autonation,UNKNOWN,NV,Sedan,7,TRUE,71550.32,GREAT,74993.59,FALSE,0.916782882
825,LOAN,Mercedes-Benz,GLC,2019,14,46185,47785,43515,dmi,RETAIL,CA,GLC 300 RWD,7,FALSE,43928.39,GREAT,44620.2,FALSE,0.919292456
